Longitude;Latitude;addr_house;addr_stree;addr_city;addr_postc;addr_count;name;opening_ho;wheelchair;website;amenity;shop;phone;contact_ph;cuisine;contact_we;operator;email;contact_em;addr_subur;smoking;tourism;contact_fa;entrance;office;outdoor_se;wheelcha_1;toilets_wh;takeaway;wikidata;fax;level;addr_hou_1;internet_a;descriptio
11.55575480;48.13888110;2;Paul-Heyse-Straße;München;80336;;Asiatoday;"Mo-Fr 11:00-14:30. 17:00-22:00; Sa 17:00-22:30; Su 12:30-22:30";limited;;fast_food;;;;"sushi;asian";;;;;;outside;;;;;yes;;;yes;;;;;;
11.55569850;48.13905800;55;Bayerstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.55562190;48.13977030;16a;Bayerstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.55558320;48.14618800;79;Karlstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.55574780;48.14756430;7;Nymphenburger Straße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.55634100;48.14862410;22;Sandstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.55650010;48.14876090;14;Nymphenburger Straße;München;80335;;GEVAS software;;;https://www.gevas.eu;;;;;;;;;;;;;;;company;;;;;;;1;;;
11.55661640;48.14867710;14;Nymphenburger Straße;;80335;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;
11.55686330;48.14998670;39;Sandstraße;;;;Penny Markt;Mo-Sa 07:00-20:00;;;;supermarket;;;;;;;;;;;;;;;;;;;;;;;
11.55703200;48.15021300;41;Sandstraße;München;80335;DE;Input e.V.;;;;;;;+49 89 291 604 63;;http://www.inputseminare.de/;;;info@inputseminare.de;;;;+49 89 291 344 5;;;;;;;;;;;;
11.55650760;48.15063920;5;Kreittmayrstraße;München;80335;DE;Hofpfisterei;"Mo-Fr 06:45-18:00. Mo-Fr 13:30-15:00 off; Sa 07:30-12:30; PH off";;;;bakery;;+49 89 5202286;;http://www.hofpfisterei.de;;;info@hofpfisterei.de;;;;+49 895202207;;;yes;;;;;;;;;
11.55664150;48.15078270;6;Kreittmayrstraße;München;80335;;Rechtsanwalt Marcel Schnell;09:00-18:00;;;;;;;;;;;;;outside;;;;lawyer;;;;;;;;;;
11.55695330;48.15067160;2;Kreittmayrstraße;;;;C.I.J.  Clean;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;
11.55651640;48.15181810;111;Dachauer Straße;München;80335;DE;Der Lautenladen / Abdal Saz Evi;Tu-Fr 12:00-20:00. Sa 11:00-18:00;;http://www.derlautenladen.de/;;musical_instrument;;;;;Ali Akbulut;;;;;;;;;;;;;;;;;;
11.55560630;48.14196080;9;Arnulfstraße;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;
11.55678590;48.14184810;7;Arnulfstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.55551770;48.14239630;30;Arnulfstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.55583950;48.14234980;1;Seidlstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.55598870;48.14268130;3;Seidlstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.55662110;48.14233160;2;Seidlstraße;München;80335;DE;;;;;;;;;;;;;;;;;;main;;;;;;;;;;;
11.55665580;48.14233900;2;Seidlstraße;München;80335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.55671210;48.14264340;2a;Seidlstraße;München;80335;DE;Shakespeare;"Mo-Th 00:00-02:15.10:00-24:00; Fr.Sa 00:00-05:00.10:00-24:00; Su 00:00-02:00.10:00-24:00";no;http://www.cafe-bar-shakespeare.de/;bar;;+49 (0) 89/99745770;;;http://www.cafe-bar-shakespeare.de/;;info@cafe-bar-shakespeare.de;;;;;;;;;;;;;;;;yes;
11.55673720;48.14268450;2a;Seidlstraße;München;80335;DE;Pension Asta;;no;;;;;;;;;;;;;guest_house;;;;;;;;;;;;;
11.55672310;48.14272420;2a;Seidlstraße;München;80335;;Koli's Bar;Mo-Su 11:00-03:00;;https://www.kolisbar.de/;bar;;+49 89 92658038;;;;Hajzer Kolgeci;info@kolisbar.de;;;outside;;;;;yes;;;;;;0;;;
11.55675730;48.14274740;2a;Seidlstraße;München;80335;;Rosis Friseurladen;"Tu-Fr 9:00-18:30; Sa 9:00-14:00";no;;;hairdresser;;;;;;;;;;;;;;;;;;;;;;;
11.55679950;48.14280770;2a;Seidlstraße;München;80335;DE;shalizar;Mo-Su 11:30-23:00;no;;restaurant;;+49 (0) 89/54506949;;asian;;;;;;;;;;;;;;;;;;;;
11.56226130;48.13981360;11;Schützenstraße;München;80335;DE;Daily Mobile;Mo-Sa 10:00-20:00;yes;;;mobile_phone;;;;;;;;;;;;;;;;;;;;;;;
11.56224610;48.14002750;14;Schützenstraße;München;80335;DE;Coffee Fellows;"Mo-Fr 07:00-23:30;Sa-Su 08:00-23:30";limited;http://www.coffee-fellows.de/;cafe;;+49 89 59946818;;coffee_shop;;Coffee Fellows GmbH;;;;no;;;;;;;;;;;;;terminal;
11.56237960;48.13998580;12;Schützenstraße;München;80335;DE;Europa-Apotheke;Mo-Sa 08:00-20:00;yes;;pharmacy;;;+49 89 595423;;https://europa-apo.eu/;;;;;;;;;;;;;;;;;;;
11.56289120;48.13966070;5;Schützenstraße;;;;Dr. Alschibaja;;;http://www.urologie-stadtzentrum.de/;doctors;;;+49 89 593691;;;;;;;;;;;;;;;;;;;;;
11.56297010;48.13961210;5;Schützenstraße;;80335;;HNO Praxis Schützenstraße;"Mo-Tu. Th 09:00-13:00. 15:00-18:00; We. Fr 09:00-13:00";;https://hno-schuetzenstrasse.de/;doctors;;+49 89 553731;;;;Dres. Ehrly/Flaman;praxis@hno-schuetzenstrasse.de;;;;;;;;;;;;;;;;;
11.56297240;48.13963870;5;Schützenstraße;München;80335;DE;Schützen-Apotheke;"Mo-Fr 08:30-20:00; Sa 09:00-18:00";no;;pharmacy;;;+49 89 557661;;http://www.schuetzenapotheke-muenchen.de/;;;;;;;;;;;;;;;;;;;
11.56261150;48.13993480;10;Schützenstraße;München;;DE;Nordsee;"Mo-Sa 10:30-20:00; Su 11:00-15:00";yes;;fast_food;;;;;;;;;;;;;;;;;;;;;;;;
11.56284680;48.13988700;8;Schützenstraße;München;80335;DE;Ruff's Burger Imbiss;"Mo-Sa 10:30-22:00; Su 12:00-21:00";no;http://www.ruffsburger.de;fast_food;;+49 89 237 85 205;;burger;;;;;;;;;;;;;no;;;;;;;
11.56338040;48.13915020;7;Bayerstraße;München;80335;DE;Coffee Fellows;"Mo-Sa 07:30-22:00; Su 08:30-21:00";yes;http://www.coffee-fellows.de/;cafe;;+49 89 54348988;;coffee_shop;;Coffee Fellows GmbH;;;;no;;;;;;;no;;;;;;yes;
11.56328000;48.13917990;7;Bayerstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.56368230;48.13913690;5;Bayerstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.56384870;48.13912830;3-5;Bayerstraße;München;80335;;idee.;"Mo-Sa 10:00-20:00; Su off";;https://www.idee-shop.com/;;craft;;;;;;muenchen@idee-shop.com;;;;;;;;;;;;;;;;;
11.56404980;48.13910830;3;Bayerstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.56422440;48.13904080;5;Bayerstraße;München;80335;DE;35mm;Mo-We.Su 10:00-01:00. Th-Sa 10:00+;yes;http://www.35mm-muenchen.de;restaurant;;;;;;;;;;;;;;;;;;;;;;;;
11.56435550;48.13909580;1;Bayerstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.56448000;48.13918120;1a;Bayerstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.56316100;48.13959640;3;Schützenstraße;München;80335;DE;O2;Mo-Sa 10:00-20:00;yes;;;mobile_phone;;;;;;;;;;;;;;;;;;;;;;;
11.56379240;48.13970530;7;Bahnhofplatz;München;80335;DE;dm;"Mo-Sa 09:30-20:00; Su. PH off";yes;;;chemist;;+49 89 51 46 38 73;;;;;;;;;;;;;;;;;;-1;;;
11.56391040;48.13979950;7;Bahnhofplatz;München;80335;;Baby-Walz;Mo-Sa: 9:30-20:00;;;;baby_goods;+49 895 9989500;;;;;;;;;;;;;;;;;;;;;;
11.56025650;48.13885000;1;Senefelderstraße;München;80336;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.56032860;48.13892890;1;Senefelderstraße;München;80336;DE;Wombat's City Hostel Munich;;;https://www.wombats-hostels.com/;;;+49 89 5998918-0;;;;;office@wombats-munich.de;;;;hostel;;;;;;;;;;;;;
11.56004210;48.13908150;31;Bayerstraße;München;80335;;CA'D'ORO;Mo-Su 10:00-01:30;yes;https://www.cadoro.de/;restaurant;;+49 8959 4600;;italian;;;;;;;;;;;;;;yes;;;;;;
11.56093700;48.13922040;25;Bayerstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.56150910;48.13922270;21;Bayerstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.56175100;48.13921700;21;Bayerstraße;München;80335;;AllDent Zahnzentrum;;yes;https://www.alldent-zahnzentrum.de/;dentist;;;;;;;;;;;;;;;;;;;;;;;;
11.56136430;48.13957820;1;Bahnhofplatz;München;80335;DE;Commerzbank;;yes;;bank;;;;;;Commerzbank AG;;;;;;;;;;;;;;;;;;
11.56147260;48.13971660;1;Bahnhofplatz;München;80335;DE;Post;;yes;;post_office;;;;;;;;;;;;;;;;;;;;;;;;
11.56158550;48.13982080;1;Bahnhofplatz;;;;NENI München;Mo-Su 07:00-23:00;;https://www.nenimuenchen.de;restaurant;;+49 89 904 00 15 61;;;;;;;;;;;;;;;;;;;;;;NENI ��� das steht für Haya Molchos S?�hne Nuriel. Elior. Nadiv und Ilan. Jeder von ihnen trägt seinen Teil zu dem einzigartigen Food-Konzept bei und macht das NENI zu einem echten Familienbetrieb.
11.56164230;48.13990820;1;Bahnhofplatz;München;80335;DE;Rewe City;Mo-Sa 06:00-20:00;limited;https://www.rewe.de;;supermarket;;;;;REWE Markt GmbH;;;;;;;;;;;;;;;;;;
11.56165630;48.13988680;1;Bahnhofplatz;;;;Hanf im Glück;;;;;convenience;;;;;;;;;;;;;;;;;;;;;;;
11.56207840;48.13947910;11;Schützenstraße;München;80335;DE;Schuh Outlet Tretter BARTU;;yes;;;shoes;;;;;;;;;;;;;;;;;;;;;;;
11.55882880;48.13962740;10a;Bayerstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.55882890;48.13962740;10a;Bayerstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.55882970;48.13962730;10a;Bayerstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.55925090;48.13988640;2;Bahnhofplatz;München;80335;;Gosch Sylt;Mo-Su 08:00-22:00;yes;;fast_food;;;+49 89 549071 0;fish;;Rubenbauer Gaststätten im Hbf München GmbH;;;;;;+49 89 549071 90;;;;;;;;;0;;;
11.55964420;48.14049940;1;Arnulfstraße;München;80335;DE;P&B Press&Books;Mo-Fr 05:30-23:00. Sa.Su 06:00-23:00;yes;https://pressbooks.de/;;newsagent;;;;;;;;;;;;;;;;;;;;0;;;Internationale Presse
11.55937450;48.14068500;1;Arnulfstraße;München;80335;DE;;;yes;;atm;;;;;;ReiseBank;;;;;;;;;;;;;;;0;;;Internationaler Geldautomat
11.55946420;48.14069850;1;Arnulfstraße;München;80335;DE;;;yes;;;bakery;;;;;;;;;;;;;;;;;;;;0;;;
11.56104220;48.13886990;4;Schillerstraße;München;80336;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.56128800;48.13891850;3;Schillerstraße;München;80336;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.56230070;48.13889360;4;Zweigstraße;München;80336;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.56216260;48.13921410;15;Bayerstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.56259920;48.13922410;13;Bayerstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.56291520;48.13920320;9;Bayerstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.56301720;48.13919710;7a;Bayerstraße;München;80335;DE;Döner Kebab;Mo-Su 11:00-22:00;limited;;fast_food;;;;;;;;;;;;;;;;;;;;;;;;
11.56301770;48.13921990;7a;Bayerstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.58092560;48.15232790;5;Akademiestraße;München;80799;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.58042720;48.15243800;7;Akademiestraße;München;80799;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.58111430;48.15228700;3;Akademiestraße;München;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.58156370;48.15219540;33;Ludwigstraße;München;;;Institute of Statistics. Ludwig Maximilians University. Munich;;;Statistik.lmu.de;school;;+498921803195;;;;;geschaeftsstelle@stat.uni-muenchen.de;;;;;;;;;;;;;;;;;
11.58133060;48.15224260;1;Akademiestraße;München;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.58216890;48.15239190;2;Leopoldstraße;München;80802;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.57949970;48.14764410;2;Ludwigstraße;München;80539;DE;Bayerisches Staatsministerium für Ernährung. Landwirtschaft und Forsten;;;;;;;+49 89 / 2182 ��� 0;;https://www.stmelf.bayern.de;;;poststelle@stmelf.bayern.de;;;;;;government;;;;;Q812440;;;;;
11.57928800;48.14905690;3;Schellingstraße;München;80799;;Amerika-Institut;;;https://www.ub.uni-muenchen.de/bibliotheken/bibs-a-bis-z/1501/index.html;library;;;;;;Universitätsbibliothek der LMU München;amerika@ub.uni-muenchen.de;;;;;;;;;;;;;;;;;
11.57937600;48.14920250;3;Schellingstraße;München;80799;DE;Words' Worth;"Mo-Fr 09:00-20:00; Sa 10:00-16:00; PH off";no;;;books;;+49 89 280 9141;;http://www.wordsworth.de/;Buchhandlung für englischsprachige Literatur;;info@wordsworth.de;Maxvorstadt;;;+49 89 280 0815;;;;;;;;;;;;
11.57969380;48.14814270;23;Ludwigstraße;München;80539;DE;Bayerischer Landesverein für Heimatpflege;"Mo-Th 08:00-17:00; Fr 08:00-14:00";;;;;;+49 89 286629 0;;http://www.heimat-bayern.de/;;;;;;;;;association;;;;;Q28737870;;;;;
11.58054840;48.14845110;18;Ludwigstraße;München;80539;DE;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;
11.58079660;48.14889900;20;Ludwigstraße;München;80539;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.58141670;48.14819680;3;Walter-Klingenbeck-Weg;München;80539;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.57965650;48.14912120;3;Schellingstraße;München;80799;DE;Lost Weekend;"Mo-Fr 08:00-20:00; Sa 10:00-20:00; Su. PH 12:00-18:00";limited;;cafe;;;;coffee_shop;https://lostweekend.de/;;;post@lostweekend.de;Maxvorstadt;no;;;;;;;;;;;;;wlan;
11.58116990;48.14953380;24;Ludwigstraße;;;DE;CADU Cafe an der Uni;Mo-Su.PH 08:00-01:00. Sa.Su.PH 08:00-09:00 off;no;https://www.cadu.de/;cafe;;+49 89 28986600;+49 89 28986600;;;;;;;no;;;;;;"Zum Innenbereich 2x1 Stufe; kein Rolli - WC.- Straßenbereich ( nur im Sommer ) problemlos";;;;+49 89 28986601;;;;
11.58005570;48.14581740;8;Schönfeldstraße;München;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.58012550;48.14580660;10;Schönfeldstraße;München;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.58024900;48.14615210;3;Schönfeldstraße;München;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.58037380;48.14585150;12;Schönfeldstraße;München;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.58073950;48.14609120;5;Schönfeldstraße;München;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.58203260;48.14717050;11;Kaulbachstraße;München;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;
11.55620940;48.13903630;53;Bayerstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.55638110;48.13905450;51;Bayerstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.55646340;48.13905490;49;Bayerstraße;München;80335;DE;LIQUID SPIRIT Bar & Kitchen;Mo-Th.Su 11:00-00:00. Fr-Sa 11:00-02:00;;https://liquid-spirit.bar/;restaurant;;;+498951701707;regional;;;;info@liquid-spirit.bar;;;;;;;;;;;;;;;;
11.55679140;48.13928880;12;Bayerstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.55711480;48.13906170;47;Bayerstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.55742930;48.14136050;3;Arnulfstraße;;;;Radius Tours;;limited;;bicycle_rental;;;+49 89 5434877730;;http://www.radiustours.com;;;bikes@radiustours.com;;;;;;;;;;;;;0;;;
11.55715600;48.14178540;5;Arnulfstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.55762710;48.13908110;43;Bayerstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.55836130;48.14137240;3;Arnulfstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.55836120;48.14137240;3;Arnulfstraße;München;80335;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.55767410;48.14162830;3;Arnulfstraße;München;80335;;BackWERK;"Mo-Fr 05:30-19:00; Sa-Su 06:00-19:00";yes;;;bakery;;;;;;;;;;;;;;;;;;;;0;;;
11.55827860;48.14146100;3;Arnulfstraße;München;80335;DE;Kinder- und Jugendmuseum;;;;;;+49 89 54540880;+49 8954 04 6440;;www.kindermuseum-muenchen.de;Pädagogische Aktion/ Kinder- und Jugendmuseum München e.V.;;info@kindermuseum-muenchen.de;;;museum;+49 8954 04 64418;;;;;;;Q1741730;;0;;;
11.55765960;48.14198010;20;Arnulfstraße;;;;Sindbad Reisen;;;;;travel_agency;;;;;;;;;;;;;;;;;;;;;;;
11.55816440;48.14187450;16;Arnulfstraße;München;80335;;Palais;"Fr 12:00-00:00; Sa-Su 12:00-00:30";no;http://www.palaisclub.de;bar;;;;;;;;;;;;;;;;;no;;;;;;;
11.55808150;48.14203440;16-18;Arnulfstraße;;;;Staatsanwaltschaft München II;;;https://www.justiz.bayern.de/gerichte-und-behoerden/staatsanwaltschaft/muenchen-2/;courthouse;;+49 89 559705;;;;;;;;;;;;;;;;;;;;;;
11.55802100;48.14230140;18;Hirtenstraße;München;80335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.56144670;48.14063260;1;Bahnhofplatz;München;80335;DE;Höflinger;Mo-Su 05:00-22:00;limited;http://www.baeckerei-hoeflinger.de/;;bakery;+49 (0) 89/20001356;;;;;;;;;;;;;;;;;;;-1;Karstadt;;
11.56251390;48.14051600;6;Prielmayerstraße;München;80335;DE;BirdBar;;limited;;nightclub;;;;;;;;;;;;;;;;;;;;;;;;
11.56252770;48.14053570;6;Prielmayerstraße;München;80335;DE;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;
11.57378290;48.14605730;8;Gabelsbergerstraße;München;80333;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.57350200;48.14621820;16;Türkenstraße;München;80333;;Galerie Wittenbrink;Tu-Sa 10:00-18:00;;;;art;;+49 89 2605580;;https://www.galeriewittenbrink.de/;;;;;;gallery;;;;;;;;;;;;;
11.57354010;48.14634870;16;Türkenstraße;München;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.57359940;48.14632690;16;Türkenstraße;München;80333;;Galerie Thomas Modern;"Mo-Fr 09:00-18:00; Sa 10:00-18:00";;;;art;;+49 89 290008-60;;https://www.galerie-thomas.de/;Raimund Thomas und Silke Thomas;;;;;gallery;;;;;;;;Q15841613;;;;;
11.57376420;48.14669870;18;Türkenstraße;München;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.57387980;48.14687940;20;Türkenstraße;München;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.57396940;48.14685940;20;Türkenstraße;München;80333;DE;Polizeiinspektion München 12 (Maxvorstadt);;;;police;;;;;;;;;;;;;;;;;;;;;;;;
11.57369790;48.14723770;17;Türkenstraße;München;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.57398950;48.14705070;22;Türkenstraße;München;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.57409240;48.14702810;22;Türkenstraße;München;80333;;Genossenschaftsverband Bayern;;;;;;;;;;;;;;;;;;ngo;;;;;;;;;;
11.57409190;48.14721060;24;Türkenstraße;München;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.57364470;48.14740060;19;Türkenstraße;München;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.57419330;48.14737020;26;Türkenstraße;München;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.57429700;48.14753200;28;Türkenstraße;München;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.57363390;48.14858980;56;Theresienstraße;München;80333;DE;Staro Pizza & Pasta;Mo-Su 10:30-23:00;no;http://www.staro-pizza.de/;fast_food;;;+49-89-24290095;pizza;;;;;;;;;;;;;no;yes;;;;;;
11.57381780;48.14851160;54;Theresienstraße;München;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.57379800;48.14853820;54;Theresienstraße;München;80333;;Tokami;Mo-Su 12:00-14:30.18:00-23:00;limited;http://www.tokami.de/;restaurant;;+49 89 28 98 67 60;+49-89-28986760;japanese;;;;;;;;;;;;;;;;;;;;
11.57407630;48.14855490;48;Theresienstraße;München;80333;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.57402900;48.14858680;48;Theresienstraße;München;80333;DE;knust kunz editions;"We-Fr 14:00-18:00; Sa 12:00-16:00";yes;http://www.sabineknust.com;;art;+49 89 29 16 07 03;;;;Knust & Kunz GbR;;;;;gallery;;;;;;;;;;;;;
11.57409470;48.14857430;48;Theresienstraße;München;80333;DE;Galerie Jo van de Loo;"We.Fr 12:00-18:00; Th 12:00-20:00; Sa 12:00-15:00";;http://www.galerie-jovandeloo.com/;;art;+49 89 27 37 41 20;;;;;;;;;gallery;;;;;;;;;;;;;
